"fhudcode","fhudname","phic_name","regname","provcode","provname","citycode","cityname","facility_type_code","pan"
"DOH000000000000896","SAN MIGUEL RURAL HEALTH UNIT IV (BULIRAN)","SAN MIGUEL RHU IV","Region 3","0314","BULACAN","031421","SAN MIGUEL","RHU","P03028945"
"DOH000000000000904","SAPI-AN RURAL HEALTH UNIT","SAPIAN RURAL HEALTH UNIT","Region 6","0619","CAPIZ","061915","SAPI-AN","RHU","P06024722"
"DOH000000000000907","TALAVERA RURAL HEALTH UNIT II","RHU II SAN RICARDO TALAVERA","Region 3","0349","NUEVA ECIJA","034930","TALAVERA","RHU","P03027643"
"DOH000000000000910","TANAUAN RURAL HEALTH UNIT I","TANAUAN RURAL HEALTH UNIT I","Region 4A","0410","BATANGAS","041031","CITY OF TANAUAN","RHU","P42026016"
"DOH000000000000911","TANAUAN RURAL HEALTH UNIT II","TANAUAN RURAL HEALTH UNIT II","Region 4A","0410","BATANGAS","041031","CITY OF TANAUAN","RHU","P42026017"
"DOH000000000000916","VEINTE REALES HEALTH CENTER","VIENTEREALES HEALTH CENTER / CITY GOVERNMENT OF VALENZUELA","NCR","1375","NCR   THIRD DISTRICT","137504","CITY OF VALENZUELA","RHU","P91026151"
"DOH000000000000920","LUNA RURAL HEALTH UNIT","LUNA RURAL HEALTH UNIT - PCB1","CAR","1481","APAYAO","148105","LUNA","RHU","P13025587"
"DOH000000000000921","BANGUI MUNICIPAL HEALTH OFFICE","BANGUI RURAL HEALTH UNIT","Region 1","0128","ILOCOS NORTE","012804","BANGUI","RHU","P01024073"
"DOH000000000000923","LINGAYEN RURAL HEALTH UNIT I","LINGAYEN RURAL HEALTH UNIT I","Region 1","0155","PANGASINAN","015522","LINGAYEN (Capital)","RHU","P01024163"
"DOH000000000000926","NATIVIDAD RURAL HEALTH UNIT","NATIVIDAD RURAL HEALTH UNIT","Region 1","0155","PANGASINAN","015529","NATIVIDAD","RHU","P01024172"
"DOH000000000000931","CORAZON DE JESUS HEALTH CENTER I",,"NCR","1374","NCR   SECOND DISTRICT","137405","SAN JUAN","BHS",
"DOH000000000000932","SCIENCE CITY OF MUÑOZ HEALTH OFFICE I",,"Region 3","0349","NUEVA ECIJA","034917","SCIENCE CITY OF MUÃ‚ÂOZ","CHO",
"DOH000000000000933","PAYAO RURAL HEALTH UNIT","PAYAO MUNICIPAL HEALTH OFFICE","Region 9","0983","ZAMBOANGA SIBUGAY","098311","PAYAO","RHU","P09027011"
"DOH000000000000957","BALINAD BARANGAY HEALTH STATION",,"Region 5","0505","ALBAY","050514","POLANGUI","BHS",
"DOH000000000000968","BASUD BARANGAY HEALTH STATION",,"Region 5","0505","ALBAY","050514","POLANGUI","BHS",
"DOH000000000000989","BITAOGAN BARANGAY HEALTH STATION",,"Region 11","1125","DAVAO ORIENTAL","112510","SAN ISIDRO","BHS",
"DOH000000000001010","BUTULAN BARANGAY HEALTH STATION",,"Region 11","1186","DAVAO OCCIDENTAL","118602","JOSE ABAD SANTOS (TRINIDAD)","BHS",
"DOH000000000001011","CAAYUNAN BARANGAY HEALTH STATION",,"Region 5","0516","CAMARINES NORTE","051601","BASUD","BHS",
"DOH000000000001012","CABAGAYAN BARANGAY HEALTH STATION",,"Region 11","1125","DAVAO ORIENTAL","112511","TARRAGONA","BHS",
"DOH000000000001027","CAGANGANAN BARANGAY HEALTH STATION",,"Region 11","1125","DAVAO ORIENTAL","112502","BANAYBANAY","BHS",
"DOH000000000001030","CALABAGAS BARANGAY HEALTH STATION",,"Region 5","0516","CAMARINES NORTE","051609","SAN VICENTE","BHS",
"DOH000000000001035","CALUBIHAN BARANGAY HEALTH STATION",,"Region 11","1125","DAVAO ORIENTAL","112502","BANAYBANAY","BHS",
"DOH000000000001089","DON TOMAS BARANGAY HEALTH STATION",,"Region 5","0516","CAMARINES NORTE","051610","SANTA ELENA","BHS",
"DOH000000000001093","DUPLAS BARANGAY HEALTH STATION",,"Region 1","0133","LA UNION","013319","SUDIPEN","BHS",
"DOH000000000001104","GUZA BARANGAY HEALTH STATION",,"Region 11","1125","DAVAO ORIENTAL","112508","MANAY","BHS",
"DOH000000000001121","INTAMPILAN BARANGAY HEALTH STATION",,"Region 6","0619","CAPIZ","061910","PANITAN","BHS",
"DOH000000000001147","LANITON BARANGAY HEALTH STATION",,"Region 5","0516","CAMARINES NORTE","051601","BASUD","BHS",
"DOH000000000001159","LAWAAN BARANGAY HEALTH STATION",,"Region 6","0619","CAPIZ","061904","DUMARAO","BHS",
"DOH000000000001194","MAGUGPO WEST BARANGAY HEALTH STATION",,"Region 11","1123","DAVAO DEL NORTE","112319","CITY OF TAGUM (Capital)","BHS",
"DOH000000000001196","MAHAYAG BARANGAY HEALTH STATION",,"Region 11","1125","DAVAO ORIENTAL","112502","BANAYBANAY","BHS",
"DOH000000000001212","MARABATUAN BARANGAY HEALTH STATION",,"Region 11","1186","DAVAO OCCIDENTAL","118602","JOSE ABAD SANTOS (TRINIDAD)","BHS",
"DOH000000000001233","NASISI BARANGAY HEALTH STATION",,"Region 5","0505","ALBAY","050508","CITY OF LIGAO","BHS",
"DOH000000000001243","OLD MACOPA BARANGAY HEALTH STATION",,"Region 11","1125","DAVAO ORIENTAL","112508","MANAY","BHS",
"DOH000000000001260","POBLACION BARANGAY HEALTH STATION",,"Region 11","1125","DAVAO ORIENTAL","112502","BANAYBANAY","BHS",
"DOH000000000001265","PORPORIKET BARNGAY HEALTH STATION",,"Region 1","0133","LA UNION","013319","SUDIPEN","BHS",
"DOH000000000001268","PUNTALINAO BARANGAY HEALTH STATION",,"Region 11","1125","DAVAO ORIENTAL","112502","BANAYBANAY","BHS",
"DOH000000000001283","SAN AGUSTIN BARANGAY HEALTH STATION",,"Region 11","1123","DAVAO DEL NORTE","112319","CITY OF TAGUM (Capital)","BHS",
"DOH000000000001291","SAN FERMIN BARANGAY HEALTH STATION",,"Region 11","1125","DAVAO ORIENTAL","112508","MANAY","BHS",
"DOH000000000001293","SAN IGNACIO BARANGAY HEALTH STATION",,"Region 11","1125","DAVAO ORIENTAL","112508","MANAY","BHS",
"DOH000000000001355","TALISAY BARANGAY HEALTH STATION",,"Region 11","1125","DAVAO ORIENTAL","112510","SAN ISIDRO","BHS",
"DOH000000000001378","LUBANG RURAL HEALTH UNIT","LGU LUBANG / LUBANG RHU","Region 4B","1751","OCCIDENTAL MINDORO","175104","LUBANG","RHU","P42026047"
"DOH000000000001383","OROQUIETA CITY HEALTH OFFICE","OROQUIETA CITY HEALTH OFFICE","Region 10","1042","MISAMIS OCCIDENTAL","104209","OROQUIETA CITY (Capital)","CHO","P10025388"
"DOH000000000001385","PLARIDEL RURAL HEALTH UNIT","PLARIDEL MUNICIPAL HEALTH OFFICE ","Region 10","1042","MISAMIS OCCIDENTAL","104212","PLARIDEL","RHU","P10025385"
"DOH000000000001386","LAMBUNAO RURAL HEALTH UNIT","LAMBUNAO RURAL HEALTH UNIT ","Region 6","0630","ILOILO","063025","LAMBUNAO","RHU","P06024756"
"DOH000000000001387","MAMBURAO RURAL HEALTH UNIT",,"Region 4B","1751","OCCIDENTAL MINDORO","175106","MAMBURAO (Capital)","RHU",
"DOH000000000001388","CORTES RURAL HEALTH UNIT","CORTES RURAL HEALTH UNIT  ","Region 7","0712","BOHOL","071216","CORTES","RHU","P07024897"
"DOH000000000001389","MAMBAJAO RURAL HEALTH UNIT","MAMBAJAO RURAL HEALTH UNIT","Region 10","1018","CAMIGUIN","101804","MAMBAJAO (Capital)","RHU","P10025356"
"DOH000000000001390","ABUCAY RURAL HEALTH UNIT","ABUCAY RURAL HEALTH UNIT","Region 3","0308","BATAAN","030801","ABUCAY","RHU","P03024330"
"DOH000000000001396","TUBOD RURAL HEALTH UNIT","TUBOD RURAL HEALTH UNIT","Region 10","1035","LANAO DEL NORTE","103522","TUBOD (Capital)","RHU","P10025360"
"DOH000000000001397","CABUSAO RURAL HEALTH UNIT",,"Region 5","0517","CAMARINES SUR","051707","CABUSAO","RHU","P05024601"
"DOH000000000001399","ALCANTARA RURAL HEALTH UNIT","RHU-ALCANTARA","Region 7","0722","CEBU","072201","ALCANTARA","RHU","P07024961"
"DOH000000000001401","DUMAGUETE CITY HEALTH OFFICE","CITY HEALTH OFFICE","Region 7","0746","NEGROS ORIENTAL","074610","DUMAGUETE CITY (Capital)","CHO","P07024971"
"DOH000000000001402","SAN JOSE CITY RURAL HEALTH UNIT III","SAN JOSE CITY RHU III","Region 3","0349","NUEVA ECIJA","034926","SAN JOSE CITY","RHU","P03028256"
"DOH000000000001403","CASTILLA RURAL HEALTH UNIT",,"Region 5","0562","SORSOGON","056206","CASTILLA","RHU","P05024644"
"DOH000000000001404","TIWI RURAL HEALTH UNIT & FAMILY PLANNING CENTER","RHU TIWI","Region 5","0505","ALBAY","050518","TIWI","RHU","P05024536"
"DOH000000000001408","DON VICTORIANO CHIONGBIAN (DON MARIANO MARCOS) RURAL HEALTH UNIT","DON VICTORIANO CHIONGBIAN RHU AND TB DOTS CENTER","Region 10","1042","MISAMIS OCCIDENTAL","104217","DON VICTORIANO CHIONGBIAN","RHU","P10025391"
"DOH000000000001414","NASIPIT RURAL HEALTH UNIT AND FAMILY PLANNING CENTER","NASIPIT RURAL HEALTH UNIT & FAMILY PLANNING CENTER ","CARAGA","1602","AGUSAN DEL NORTE","160209","NASIPIT","RHU","P14025695"
"DOH000000000001417","ESPERANZA RURAL HEALTH UNIT","RHU - ESPERANZA","Region 5","0541","MASBATE","054109","ESPERANZA","RHU","P05024651"
"DOH000000000001421","BARCELONA RURAL HEALTH UNIT","RHU BARCELONA","Region 5","0562","SORSOGON","056202","BARCELONA","RHU","P05024648"
"DOH000000000001422","MANITO RURAL HEALTH UNIT","MANITO RURAL HEALTH UNIT","Region 5","0505","ALBAY","050511","MANITO","RHU","P05024543"
"DOH000000000001424","PAMPLONA RURAL HEALTH UNIT","RURAL HEALTH UNIT OF PAMPLONA","Region 5","0517","CAMARINES SUR","051726","PAMPLONA","RHU","P05027145"
"DOH000000000001426","PANGANIBAN MUNICIPAL HEALTH OFFICE","PANGANIBAN RURAL HEALTH UNIT","Region 5","0520","CATANDUANES","052007","PANGANIBAN (PAYO)","RHU","P05024608"
"DOH000000000001427","TALAYAN RURAL HEALTH UNIT","TALAYAN RHU","ARMM","1538","MAGUINDANAO","153816","TALAYAN","RHU","P15025872"
"DOH000000000001429","MANTICAO MUNICIPAL HEALTH OFFICE","MUNICIPAL HEALTH OFFICE","Region 10","1043","MISAMIS ORIENTAL","104318","MANTICAO","RHU","P10025406"
"DOH000000000001430","CARAMOAN RURAL HEALTH UNIT I","RHU-CARAMOAN","Region 5","0517","CAMARINES SUR","051711","CARAMOAN","RHU","P05024597"
"DOH000000000001431","PANUKULAN RURAL HEALTH UNIT","RURAL HEALTH UNIT OF PANUKULAN","Region 4A","0456","QUEZON","045631","PANUKULAN","RHU","P41025947"
"DOH000000000001434","MANOLO FORTICH RURAL HEALTH UNIT","MUNICIPAL HEALTH OFFICE-MANOLO FORTICH","Region 10","1013","BUKIDNON","101314","MANOLO FORTICH","RHU","P10025328"
"DOH000000000001435","SANTA LUCIA MINI FLOODWAY HEALTH CENTER","CITY GOVERNMENT OF PASIG - STA. LUCIA MINI HEALTH CENTER","NCR","1374","NCR   SECOND DISTRICT","137403","CITY OF PASIG","RHU","P92026360"
"DOH000000000001436","MANGGAHAN HEALTH CENTER","CITY GOVERNMENT OF PASIG - MANGGAHAN SUPER HEALTH CENTER","NCR","1374","NCR   SECOND DISTRICT","137403","CITY OF PASIG","RHU","P92026379"
"DOH000000000001440","PAMPLONA RURAL HEALTH UNIT","PAMPLONA RURAL HEALTH UNIT","Region 7","0746","NEGROS ORIENTAL","074616","PAMPLONA","RHU","P07024967"
"DOH000000000001445","SANTO TOMAS HEALTH CENTER","CITY GOVERNMENT OF PASIG - STO. TOMAS HEALTH CENTER","NCR","1374","NCR   SECOND DISTRICT","137403","CITY OF PASIG","RHU","P92026359"
"DOH000000000001448","ASTURIAS RURAL HEALTH UNIT","ASTURIAS RURAL HEALTH UNIT","Region 7","0722","CEBU","072206","ASTURIAS","RHU","P07024956"
"DOH000000000001459","TUBURAN RURAL HEALTH UNIT II","TUBURAN RURAL HEALTH UNIT II","Region 7","0722","CEBU","072252","TUBURAN","RHU","P07026780"
"DOH000000000001461","TUDELA RURAL HEALTH UNIT","TUDELA RURAL HEALTH UNIT ","Region 7","0722","CEBU","072253","TUDELA","RHU","P07024995"
"DOH000000000001466","SAGAD HEALTH CENTER","CITY GOVERNMENT OF PASIG - SAGAD HEALTH CENTER","NCR","1374","NCR   SECOND DISTRICT","137403","CITY OF PASIG","RHU","P92026366"
"DOH000000000001467","KARANGALAN HEALTH CENTER","CITY GOVERNMENT OF PASIG - KARANGALAN HEALTH CENTER","NCR","1374","NCR   SECOND DISTRICT","137403","CITY OF PASIG","RHU","P92026381"
"DOH000000000001469","BAGONG ILOG HEALTH CENTER","CITY GOVERNMENT OF PASIG - BAGONG ILOG HEALTH CENTER 1","NCR","1374","NCR   SECOND DISTRICT","137403","CITY OF PASIG","RHU","P92026393"
"DOH000000000001470","PEDRO CRUZ HEALTH CENTER","CITY GOVERNMENT OF SAN JUAN /PEDRO CRUZ HEALTH CENTER","NCR","1374","NCR   SECOND DISTRICT","137405","SAN JUAN","RHU","P93027368"
"DOH000000000001471","NAPICO HEALTH CENTER","CITY GOVERNMENT OF PASIG - NAPICO HEALTH CENTER","NCR","1374","NCR   SECOND DISTRICT","137403","CITY OF PASIG","RHU","P92026375"
"DOH000000000001475","ISMAR HEALTH CENTER","CITY GOVERNMENT OF PASIG - ISMAR HEALTH CENTER","NCR","1374","NCR   SECOND DISTRICT","137403","CITY OF PASIG","RHU","P92026385"
"DOH000000000001477","BAGONG ILOG PUERICULTURE CENTER","CITY GOVERNMENT OF PASIG - BAGONG ILOG HEALTH CENTER 2","NCR","1374","NCR   SECOND DISTRICT","137403","CITY OF PASIG","RHU","P92026392"
"DOH000000000001478","CANIOGAN HEALTH CENTER","CITY GOVERNMENT OF PASIG - CANIOGAN HEALTH CENTER","NCR","1374","NCR   SECOND DISTRICT","137403","CITY OF PASIG","RHU","P92026389"
"DOH000000000001481","KAPITOLYO HEALTH CENTER","CITY GOVERNMENT OF PASIG - KAPITOLYO HEALTH CENTER","NCR","1374","NCR   SECOND DISTRICT","137403","CITY OF PASIG","RHU","P92026382"
"DOH000000000001483","WEST CRAME HEALTH CENTER","CITY GOVERNMENT OF SAN JUAN /WEST CRAME HEALTH CENTER","NCR","1374","NCR   SECOND DISTRICT","137405","SAN JUAN","BHS","P93027370"
"DOH000000000001485","PASADEÑA HEALTH CENTER",,"NCR","1374","NCR   SECOND DISTRICT","137405","SAN JUAN","BHS",
"DOH000000000001486","SANTA LUCIA HEALTH CENTER","CITY GOVERNMENT OF SAN JUAN/ STA. LUCIA HEALTH CENTER","NCR","1374","NCR   SECOND DISTRICT","137405","SAN JUAN","BHS","P93029842"
"DOH000000000001487","SANTA LUCIA HEALTH CENTER","CITY GOVERNMENT OF PASIG - STA. LUCIA HEALTH CENTER","NCR","1374","NCR   SECOND DISTRICT","137403","CITY OF PASIG","RHU","P92026361"
"DOH000000000001488","MAYBUNGA HEALTH CENTER","CITY GOVERNMENT OF PASIG - MAYBUNGA HEALTH CENTER","NCR","1374","NCR   SECOND DISTRICT","137403","CITY OF PASIG","RHU","P92026377"
"DOH000000000001490","PANGLAO RURAL HEALTH UNIT","PANGLAO BIRTHING FACILITY","Region 7","0712","BOHOL","071233","PANGLAO","RHU","P07024879"
"DOH000000000001491","DANAO CITY HEALTH OFFICE","DANAO CITY HEALTH SERVICES OFFICE","Region 7","0722","CEBU","072223","DANAO CITY","CHO","P07027359"
"DOH000000000001494","MANDAUE CITY HEALTH OFFICE","MANDAUE CHO TB DOTS CLINIC AND PCB PACKAGE","Region 7","0722","CEBU","072230","MANDAUE CITY","CHO","P07024935"
"DOH000000000001495","REMEDIOS T. ROMUALDEZ RURAL HEALTH UNIT AND FAMILY PLANNING CENTER","RT ROMUALDEZ RURAL HEALTH UNIT & FAMILY PLANNING CENTER","CARAGA","1602","AGUSAN DEL NORTE","160212","REMEDIOS T. ROMUALDEZ","RHU","P14025696"
"DOH000000000001497","KITCHARAO RURAL HEALTH UNIT","KITCHARAO MUNICIPAL HEALTH OFFICE","CARAGA","1602","AGUSAN DEL NORTE","160206","KITCHARAO","RHU","P14025693"
"DOH000000000001499","BALAMBAN RURAL HEALTH UNIT I","BALAMBAN HEALTH DIAGNOSTIC AND BIRTHING CENTER","Region 7","0722","CEBU","072208","BALAMBAN","RHU","P07028804"
"DOH000000000001501","SALVADOR RURAL HEALTH UNIT",,"Region 10","1035","LANAO DEL NORTE","103518","SALVADOR","RHU","P10025364"
"DOH000000000001512","TAÑONG HEALTH CENTER","CITY GOVERNMENT OF MALABON/ TA?ONG HEALTH CENTER","NCR","1375","NCR   THIRD DISTRICT","137502","CITY OF MALABON","RHU","P91026133"
"DOH000000000001516","TANGCAL RURAL HEALTH UNIT","TANGCAL RURAL HEALTH UNIT","Region 10","1035","LANAO DEL NORTE","103521","TANGCAL","RHU","P10025361"
"DOH000000000001517","OCAMPO RURAL HEALTH UNIT","OCAMPO RURAL HEALTH UNIT","Region 5","0517","CAMARINES SUR","051725","OCAMPO","RHU","P05024585"
"DOH000000000001527","BACSIL BARANGAY HEALTH STATION",,"Region 1","0133","LA UNION","013314","CITY OF SAN FERNANDO (Capital)","BHS",
"DOH000000000001538","BARANGAY I BARANGAY HEALTH STATION",,"Region 1","0133","LA UNION","013314","CITY OF SAN FERNANDO (Capital)","BHS",
"DOH000000000001546","IPONAN BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104305","CAGAYAN DE ORO CITY (Capital)","BHS",
"DOH000000000001571","LUMBIA RURAL HEALTH UNIT","LUMBIA HEALTH CENTER AND LYING-IN CLINIC","Region 10","1043","MISAMIS ORIENTAL","104305","CAGAYAN DE ORO CITY (Capital)","RHU","P10028255"
"DOH000000000001572","MAMBUAYA RURAL HEALTH UNIT",,"Region 10","1043","MISAMIS ORIENTAL","104305","CAGAYAN DE ORO CITY (Capital)","RHU",
"DOH000000000001576","TUMPAGON RURAL HEALTH UNIT",,"Region 10","1043","MISAMIS ORIENTAL","104305","CAGAYAN DE ORO CITY (Capital)","RHU",
"DOH000000000001580","TALAMBAN HEALTH CENTER","CEBU CITY GOVERNMENT/ TALAMBAN HEALTH CENTER AND LYING-IN CLINIC","Region 7","0722","CEBU","072217","CEBU CITY (Capital)","RHU","P07024946"
"DOH000000000001590","TUBOD RURAL HEALTH UNIT","TUBOD RURAL HEALTH UNIT","CARAGA","1667","SURIGAO DEL NORTE","166727","TUBOD","RHU","P14025742"
"DOH000000000001591","MAINIT RURAL HEALTH UNIT","RURAL HEALTH UNIT & FAMILY PLANNING CENTER","CARAGA","1667","SURIGAO DEL NORTE","166714","MAINIT","RHU","P14025735"
"DOH000000000001593","MUTIA RURAL HEALTH UNIT","MUTIA RURAL HEALTH UNIT ","Region 9","0972","ZAMBOANGA DEL NORTE","097208","MUTIA","RHU","P09025245"
"DOH000000000001594","BONBON URBAN HEALTH CENTER",,"Region 10","1043","MISAMIS ORIENTAL","104305","CAGAYAN DE ORO CITY (Capital)","RHU",
"DOH000000000001595","F. S. CATANICO BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104305","CAGAYAN DE ORO CITY (Capital)","BHS",
"DOH000000000001625","SANTA PAZ BARANGAY HEALTH STATION",,"Region 8","0864","SOUTHERN LEYTE","086413","SAN FRANCISCO","BHS",
"DOH000000000001629","A. BONIFACIO BARANGAY HEALTH STATION",,"Region 8","0837","LEYTE","083735","MAYORGA","BHS",
"DOH000000000001630","CABIBIHAN BARANGAY HEALTH STATION",,"Region 8","0878","BILIRAN","087804","CAIBIRAN","BHS",
"DOH000000000001637","SILANGA BARANGAY HEALTH STATION",,"Region 8","0860","WESTERN SAMAR","086005","CATBALOGAN (Capital)","BHS",
"DOH000000000001641","SAN FERNANDO RURAL HEALTH UNIT BIRTHING HOME AND TB DOTS CENTER","SAN FERNANDO RHU & FPC-","Region 10","1013","BUKIDNON","101318","SAN FERNANDO","RHU","P10025324"
"DOH000000000001642","BOBON RURAL HEALTH UNIT","BOBON RURAL HEALTH UNIT ","Region 8","0848","NORTHERN SAMAR","084803","BOBON","RHU","P08025133"
"DOH000000000001644","TALAVERA RURAL HEALTH UNIT III","RHU III SAN PASCUAL TALAVERA","Region 3","0349","NUEVA ECIJA","034930","TALAVERA","RHU","P03028207"
"DOH000000000001646","CAMAMAN-AN URBAN HEALTH CENTER",,"Region 10","1043","MISAMIS ORIENTAL","104305","CAGAYAN DE ORO CITY (Capital)","RHU",
"DOH000000000001647","PATAG URBAN HEALTH CENTER",,"Region 10","1043","MISAMIS ORIENTAL","104305","CAGAYAN DE ORO CITY (Capital)","RHU",
"DOH000000000001652","TABLON URBAN HEALTH CENTER",,"Region 10","1043","MISAMIS ORIENTAL","104305","CAGAYAN DE ORO CITY (Capital)","RHU",
"DOH000000000001653","BESIGAN BARANGAY HEALTH STATION",,"Region 10","1043","MISAMIS ORIENTAL","104305","CAGAYAN DE ORO CITY (Capital)","BHS",
"DOH000000000001654","PALAPAG RURAL HEALTH UNIT","PALAPAG RURAL HEALTH UNIT","Region 8","0848","NORTHERN SAMAR","084814","PALAPAG","RHU","P08025121"
"DOH000000000001658","APALIT RURAL HEALTH UNIT I","APALIT RURAL HEALTH UNIT I  ","Region 3","0354","PAMPANGA","035402","APALIT","RHU","P03024425"
"DOH000000000001691","BUTING HEALTH CENTER","CITY GOVERNMENT OF PASIG - BUTING HEALTH CENTER","NCR","1374","NCR   SECOND DISTRICT","137403","CITY OF PASIG","RHU","P92026390"
"DOH000000000001694","POZORRUBIO RURAL HEALTH UNIT","POZORRUBIO RURAL HEALTH UNIT ","Region 1","0155","PANGASINAN","015530","POZZORUBIO","RHU","P01024173"
"DOH000000000001699","GARCHITORENA MUNICIPAL HEALTH OFFICE","RHU GARCHITORENA","Region 5","0517","CAMARINES SUR","051714","GARCHITORENA","RHU","P05024594"
"DOH000000000001703","POLANGUI RURAL HEALTH UNIT","RURAL HEALTH UNIT POLANGUI BIRTHING FACILITY","Region 5","0505","ALBAY","050514","POLANGUI","RHU","P05024540"
"DOH000000000001704","CARAMORAN RURAL HEALTH UNIT & FAMILY PLANNING CENTER","RURAL HEALTH UNIT AND FAMILY PLANNING CENTER CARAMORAN","Region 5","0520","CATANDUANES","052004","CARAMORAN","RHU","P05024610"
"DOH000000000001705","APARRI RURAL HEALTH UNIT I","APARRI RURAL HEALTH UNIT ","Region 2","0215","CAGAYAN","021505","APARRI","RHU","P02024222"
"DOH000000000001706","BOMBON MUNICIPAL HEALTH OFFICE","RHU BOMBON","Region 5","0517","CAMARINES SUR","051704","BOMBON","RHU","P05024602"
"DOH000000000001707","PILI RURAL HEALTH UNIT II",,"Region 5","0517","CAMARINES SUR","051728","PILI (Capital)","RHU","P05024582"
"DOH000000000001708","CLAVERIA MUNICIPAL HEALTH OFFICE","CLAVERIA MUNICIPAL HEALTH OFFICE","Region 5","0541","MASBATE","054107","CLAVERIA","RHU","P05027242"
"DOH000000000001709","JUBAN RURAL HEALTH UNIT","RHU JUBAN","Region 5","0562","SORSOGON","056210","JUBAN","RHU","P05024637"
"DOH000000000001711","BANAYOYO RURAL HEALTH UNIT","BANAYOYO RURAL HEALTH UNIT","Region 1","0129","ILOCOS SUR","012902","BANAYOYO","RHU","P01024095"
"DOH000000000001715","BURGOS RURAL HEALTH UNIT","BURGOS RURAL HEALTH UNIT","Region 1","0129","ILOCOS SUR","012904","BURGOS","RHU","P01024188"
"DOH000000000001716","CABUGAO RURAL HEALTH UNIT","CABUGAO RURAL HEALTH UNIT ","Region 1","0129","ILOCOS SUR","012905","CABUGAO","RHU","P01024097"
"DOH000000000001719","GALIMUYOD RURAL HEALTH UNIT","GALIMUYOD RURAL HEALTH UNIT","Region 1","0129","ILOCOS SUR","012909","GALIMUYOD","RHU","P01026863"
"DOH000000000001722","BIÑAN RURAL HEALTH UNIT II","BI?AN CITY HEALTH OFFICE II","Region 4A","0434","LAGUNA","043403","BIÃ‚ÂAN","RHU","P41029972"
"DOH000000000001728","SAN EMILIO RURAL HEALTH UNIT","SAN EMILIO RHU","Region 1","0129","ILOCOS SUR","012917","SAN EMILIO","RHU","P01024106"
"DOH000000000001729","SAN ESTEBAN RURAL HEALTH UNIT","SAN ESTEBAN RURAL HEALTH UNIT","Region 1","0129","ILOCOS SUR","012918","SAN ESTEBAN","RHU","P01024107"
"DOH000000000001732","SANTA CATALINA RURAL HEALTH UNIT","STA. CATALINA RURAL HEALTH UNIT","Region 1","0129","ILOCOS SUR","012923","SANTA CATALINA","RHU","P01024112"
"DOH000000000001734","TAGUDIN RURAL HEALTH UNIT","TAGUDIN RURAL HEALTH UNIT ","Region 1","0129","ILOCOS SUR","012933","TAGUDIN","RHU","P01024120"
"DOH000000000001735","SISON RURAL HEALTH UNIT","SISON RURAL HEALTH UNIT","Region 1","0155","PANGASINAN","015541","SISON","RHU","P01024180"
"DOH000000000001737","MAGARAO MUNICIPAL HEALTH OFFICE","RHU MAGARAO","Region 5","0517","CAMARINES SUR","051720","MAGARAO","RHU","P05024589"
"DOH000000000001742","SAN LEONARDO BARANGAY HEALTH STATION",,"Region 2","0250","NUEVA VIZCAYA","025004","BAMBANG","BHS",
"DOH000000000001752","SAN ANTONIO SOUTH BARANGAY HEALTH STATION",,"Region 2","0250","NUEVA VIZCAYA","025004","BAMBANG","BHS",
"DOH000000000001760","CAUAYAN CITY HEALTH OFFICE II","CAUAYAN CITY HEALTH OFFICE II","Region 2","0231","ISABELA","023108","CITY OF CAUAYAN","RHU","P02024299"
"DOH000000000001773","NARARAGAN INFIRMARY CLINIC",,"Region 2","0215","CAGAYAN","021507","BALLESTEROS","BHS",
"DOH000000000001780","BATANGAS CITY HEALTH OFFICE","BATANGAS CITY HEALTH OFFICE","Region 4A","0410","BATANGAS","041005","BATANGAS CITY (Capital)","CHO","P42026006"
