"commodity_code","comprogram_code","comtype_code","commodity_desc","uom_code","id","lot_no"
"008010003308","008010","008010",,,"003308","Y"
"008010003313","008010","008010",,,"003313","Y"
"008010003571","008010","008010",,,"003571","Y"
"008010003572","008010","008010",,,"003572","Y"
"008010004174","008010","008010",,,"004174","Y"
"008010004882","008010","008010",,,"004882","Y"
"008010004896","008010","008010",,,"004896","Y"
"008010004897","008010","008010",,,"004897","Y"
"008010004898","008010","008010",,,"004898","Y"
"008010004899","008010","008010",,,"004899","Y"
"008010005494","008010","008010",,,"005494","Y"
"008010005625","008010","008010",,,"005625","Y"
"008010005663","008010","008010",,,"005663","Y"
"008010005664","008010","008010",,,"005664","Y"
"008010005665","008010","008010",,,"005665","Y"
"008010005720","008010","008010",,,"005720","Y"
"008010005721","008010","008010","Ferro",,"005721","Y"
"008010005973","008010","008010",,,"005973","Y"
"008010006143","008010","008010",,,"006143","Y"
"008010006179","008010","008010",,,"006179","Y"
"008010006182","008010","008010",,,"006182","Y"
"008010006663","008010","008010",,,"006663","Y"
"008010006664","008010","008010",,,"006664","Y"
"008010006665","008010","008010",,,"006665","Y"
"008010006666","008010","008010",,,"006666","Y"
"008010006674","008010","008010",,,"006674","Y"
"008010006675","008010","008010",,,"006675","Y"
"008010006734","008010","008010",,,"006734","Y"
"008010006735","008010","008010",,,"006735","Y"
"008010006913","008010","008010",,,"006913","Y"
"008010006916","008010","008010",,,"006916","Y"
"008010006917","008010","008010",,,"006917","Y"
"008010007166","008010","008010",,,"007166","Y"
"008025000140","008","008025","Heigth Board","00006","000140","N"
"009014000047","009","009014","Hycosine 10mg","TAB49","000047","Y"
"009014000048","009","009014","Chlorphenamine 4mg","TAB49","000048","Y"
"009014000049","009","009014","Chlorphenamine 2.5mg/5mL suspension","BOT","000049","Y"
"009014000050","009","009014","Paracetamol 500mg","TAB49","000050","Y"
"009014000051","009","009014","Praziquantrel 600mg","TAB49","000051","Y"
"009014000114","009","009014","Amlodipine 5mg","TAB49","000114","Y"
"009014000115","009","009014","Amlodipine 10mg","TAB49","000115","Y"
"009014000268","009","009014","Vitamin B1, B6, B12 (B Complex)","TAB49","000268","Y"
"009014001709","009","009014",,,"001709","Y"
"009014003605","009014","009014",,,"003605","Y"
"009014005525","009014","009014",,,"005525","Y"
"009014006660","009014","009014",,,"006660","Y"
"010013000042","010","010013","Albendazole 400mg","TAB49","000042","Y"
"010013000043","010","010013","Mebendazole Oral 100mg","TAB49","000043","Y"
"010013000044","010","010013","Diethylcarbamazine Citrate 50mg","TAB49","000044","Y"
"010013000045","010","010013","Praziquantrel 600mg","TAB49","000045","Y"
"010013000046","010","010013","Mebendazole Suspension 100mg/5mL, 30mL","BOT","000046","Y"
"010013002081","010013","010013",,,"002081","Y"
"010013002082","010013","010013",,,"002082","Y"
"010013002083","010013","010013",,,"002083","Y"
"010013002805","010013","010013",,,"002805","Y"
"010013004060","010013","010013",,,"004060","Y"
"010013004294","010013","010013",,,"004294","Y"
"010013004713","010013","010013",,,"004713","Y"
"010013004714","010013","010013",,,"004714","Y"
"010013004715","010013","010013",,,"004715","Y"
"010013004868","010013","010013",,,"004868","Y"
"010013005336","010013","010013",,,"005336","Y"
"010013005337","010013","010013",,,"005337","Y"
"010013005338","010013","010013",,,"005338","Y"
"010013005544","010013","010013",,,"005544","Y"
"010013005545","010013","010013",,,"005545","Y"
"010104001332","010","010104","Toilet Bowl","PC","001332","N"
"011012000031","011","011012","Isoniazid 100mg","TAB49","000031","Y"
"011012000032","011","011012","Isoniazid 300mg","TAB49","000032","Y"
"011012000033","011","011012","Isoniazid Syrup 200mg/5mL syrup, 120mL","BOT","000033","Y"
"011012000034","011","011012","Rifampicin 200mg/5mL syrup, 120mL","BOT","000034","Y"
"011012000035","011","011012","Rifampicin 150mg","TAB49","000035","Y"
"011012000036","011","011012","Rifampicin 300mg","TAB49","000036","Y"
"011012000037","011","011012","Pyrazinamide 400mg","TAB49","000037","Y"
"011012000038","011","011012","Pyrazinamide 500mg","TAB49","000038","Y"
"011012000039","011","011012","Pyrazinamide 250mg/5mL syrup, 120mL","BOT","000039","Y"
"011012000040","011","011012","Anti-TB Drugs for Adult Category I and III","KITXX","000040","Y"
"011012000041","011","011012","Anti-TB Drugs for Adult Category II","KITXX","000041","Y"
"011012000096","011","011012","IPT for Children","KITXX","000096","Y"
"011012000103","011","011012","Tubercullin PPD (15 dose)","00011","000103","Y"
"011012000269","011","011012","Vitamin B1, B6, B12 (B Complex)","TAB49","000269","Y"
"011012000308","011","011012","Anti-TB Drugs for Children Kit 1","KITXX","000308","Y"
"011012000382","011","011012","Tuberculin (PPD) 15dose","00011","000382","Y"
"011012000479","011","011012","Tuberculin (PPD) 10 dose","00011","000479","Y"
"011012001556","011","011012","Ethambutol 400mg. tablet","TAB49","001556","Y"
"011012001557","011","011012","Rifampicin 450mg capsules","TAB49","001557","Y"
"011012001561","011","011012","PPD(Tuberculin Solution) 2TU, RT23 1ml./vial","00011","001561","Y"
"011012001684","011","011012",,,"001684","Y"
"011012001686","011","011012",,,"001686","Y"
"011012001885","011012","011012",,,"001885","Y"
"011012002155","011012","011012",,,"002155","Y"
"011012002156","011012","011012",,,"002156","Y"
"011012002157","011012","011012",,,"002157","Y"
"011012002159","011012","011012",,,"002159","Y"
"011012002162","011012","011012",,,"002162","Y"
"011012002164","011012","011012",,,"002164","Y"
"011012002331","011012","011012",,,"002331","Y"
"011012002332","011012","011012",,,"002332","Y"
"011012002333","011012","011012",,,"002333","Y"
"011012002334","011012","011012",,,"002334","Y"
"011012002335","011012","011012",,,"002335","Y"
"011012002336","011012","011012",,,"002336","Y"
"011012002337","011012","011012",,,"002337","Y"
"011012002338","011012","011012",,,"002338","Y"
"011012002339","011012","011012",,,"002339","Y"
"011012002340","011012","011012",,,"002340","Y"
"011012002341","011012","011012",,,"002341","Y"
"011012002342","011012","011012",,,"002342","Y"
"011012002343","011012","011012",,,"002343","Y"
"011012002344","011012","011012",,,"002344","Y"
"011012002345","011012","011012",,,"002345","Y"
"011012002346","011012","011012",,,"002346","Y"
"011012002347","011012","011012",,,"002347","Y"
"011012002348","011012","011012",,,"002348","Y"
"011012002349","011012","011012",,,"002349","Y"
"011012002350","011012","011012",,,"002350","Y"
"011012002351","011012","011012",,,"002351","Y"
"011012002352","011012","011012",,,"002352","Y"
"011012002353","011012","011012",,,"002353","Y"
"011012002354","011012","011012",,,"002354","Y"
"011012002355","011012","011012",,,"002355","Y"
"011012003173","011012","011012",,,"003173","Y"
"011012003359","011012","011012",,,"003359","Y"
"011012003505","011012","011012",,,"003505","Y"
"011012003506","011012","011012",,,"003506","Y"
"011012003508","011012","011012",,,"003508","Y"
"011012003509","011012","011012",,,"003509","Y"
"011012003529","011012","011012",,,"003529","Y"
"011012003573","011012","011012",,,"003573","Y"
"011012003574","011012","011012",,,"003574","Y"
"011012003606","011012","011012",,,"003606","Y"
"011012003607","011012","011012",,,"003607","Y"
"011012003608","011012","011012",,,"003608","Y"
"011012003850","011012","011012",,,"003850","Y"
"011012003851","011012","011012",,,"003851","Y"
"011012003912","011012","011012",,,"003912","Y"
"011012004061","011012","011012",,,"004061","Y"
"011012004317","011012","011012",,,"004317","Y"
"011012004318","011012","011012",,,"004318","Y"
"011012004332","011012","011012",,,"004332","Y"
"011012004653","011012","011012","Rifampicin 200mg Syrup, 120 mL",,"004653","Y"
"011012004783","011012","011012",,,"004783","Y"
"011012004784","011012","011012",,,"004784","Y"
"011012004894","011012","011012",,,"004894","Y"
"011012005056","011012","011012",,,"005056","Y"
"011012005313","011012","011012",,,"005313","Y"
"011012005314","011012","011012",,,"005314","Y"
"011012005315","011012","011012",,,"005315","Y"
"011012005316","011012","011012",,,"005316","Y"
"011012005317","011012","011012",,,"005317","Y"
"011012005521","011012","011012",,,"005521","Y"
"011012005522","011012","011012",,,"005522","Y"
"011012005523","011012","011012",,,"005523","Y"
"011012005524","011012","011012",,,"005524","Y"
"011012005628","011012","011012",,,"005628","Y"
"011012005687","011012","011012",,,"005687","Y"
"011012005699","011012","011012",,,"005699","Y"
"011012005700","011012","011012",,,"005700","Y"
"011012005889","011012","011012",,,"005889","Y"
"011012005890","011012","011012",,,"005890","Y"
"011012006180","011012","011012",,,"006180","Y"
"011012006259","011012","011012",,,"006259","Y"
"011012006380","011012","011012",,,"006380","Y"
"011012006414","011012","011012",,,"006414","Y"
"011012006415","011012","011012",,,"006415","Y"
"011012006426","011012","011012",,,"006426","Y"
"011012006628","011012","011012",,,"006628","Y"
"011012006629","011012","011012",,,"006629","Y"
"011012006630","011012","011012",,,"006630","Y"
"011012006631","011012","011012",,,"006631","Y"
"011012006632","011012","011012",,,"006632","Y"
"011012006633","011012","011012",,,"006633","Y"
"011012006634","011012","011012",,,"006634","Y"
"011012006635","011012","011012",,,"006635","Y"
"011012006636","011012","011012",,,"006636","Y"
"011012006691","011012","011012",,,"006691","Y"
"011012007097","011012","011012",,,"007097","Y"
"011012007169","011012","011012",,,"007169","Y"
"011012007170","011012","011012",,,"007170","Y"
"011012007275","011012","011012",,,"007275","Y"
"011012007290","011012","011012",,,"007290","Y"
"011012007292","011012","011012",,,"007292","Y"
"011023000116","011","011023","PPd/Tuberculin Solution","00011","000116","Y"
"011023000117","011","011023","Staining Kit","KITXX","000117","Y"
"011023000118","011","011023","Immersion Oil","BOT","000118","Y"
"011023000119","011","011023","Glass Slides","BOX","000119","N"
"011023000120","011","011023","Sputum cups","PC","000120","N"
"011023000121","011","011023","Tuberculin Syrine 1cc/mL","PC","000121","Y"
"011023000122","011","011023","Tourniquet","PC","000122","N"
"011023000123","011","011023","Blood Lancet","BOX","000123","Y"
"011023000124","011","011023","Radiographic Film, 14""x17""","PC","000124","Y"
"011023000125","011","011023","Radiographic Film, 14""x14""","PC","000125","Y"
"011023000126","011","011023","Radiographic Film, 10""x12""","PC","000126","Y"
"011023000127","011","011023","Radiographic Film, 8""x10""","PC","000127","Y"
"011023000128","011","011023","X-ray Film Envelope, 14""x17""","PC","000128","N"
"011023000129","011","011023","X-ray Film Processing Chemicals","00001","000129","Y"
"011023000130","011","011023","Microscope","00006","000130","Y"
"011023000131","011","011023","Film Viewer","00006","000131","N"
"011023000139","011","011023","Surgical mask 3ply","BOX","000139","Y"
"011023000339","011","011023","X-Ray Fixer (Automatic)","BOT","000339","Y"
"011023000340","011","011023","X-Ray Developer (Automatic)","BOT","000340","Y"
"011023000514","011","011023","Pallets","PC","000514","N"
"011023000515","011","011023","Radiographic Film Envelope","PC","000515","N"
"011023000533","011","011023","Culture Swab (Cary-Blair)","00024","000533","Y"
"011023001501","011","011023","Disposable Surgical Mask 3ply","BOX","001501","N"
"011023001574","011","011023","Disposable Surgical Mask 3ply","BOX","001574","N"
"011023006181","011023","011023",,,"006181","Y"
"011082000548","011","011082","Printing Of Training Manual of Promoting Mental Health in The Communities","00002","000548","N"
"011082000549","011","011082","Councelling Cue Cards","00002","000549","N"
"011082000550","011","011082","NTP Treatment Card","PC","000550","N"
"011082000551","011","011082","Intra-Hospital TB Referral Form","00026","000551","N"
"011082000552","011","011082","IPT Register","PC","000552","N"
"011082000553","011","011082","NTP Diagnosis Form for Children","00026","000553","N"
"011082000554","011","011082","TB Register Adult","PC","000554","N"
"011082000555","011","011082","NTP Lab Request Form for DSSM","00026","000555","N"
"011082000556","011","011082","NTP ID Card","PC","000556","N"
"011082000557","011","011082","Monograph 2010-2016 (PHIL ACT)","PC","000557","N"
"011082000558","011","011082","Hospital TB Referral Logbook","PC","000558","N"
"011082000559","011","011082","Cost of Financial Tool (COSTFIT)","PC","000559","N"
"011082000560","011","011082","TB Infection Control Manual","PC","000560","N"
"011082000650","011","011082","Masterlist A","PC","000650","N"
"011082000651","011","011082","Masterlist A","PC","000651","N"
"011082000662","011","011082","Get the Red Light Special Leaflet","PC","000662","N"
"011082001341","011","011082","Plastic Slide Box 100 slide capacity","PC","001341","N"
"011082001342","011","011082","Plastic Slide Box 25 slide capacity","PC","001342","N"
"011082001343","011","011082","Microscope Immersion oil","BOT","001343","N"
"011082001344","011","011082","Glass Slide","BOX","001344","N"
"011082001563","011","011082","NTP Laboratory Register","PC","001563","N"
"011082001572","011","011082","Disposable Surgical Mask","BOX","001572","N"
"011082001597","011","011082","NTP Treatment Card for Children","PC","001597","N"
"011082001598","011","011082","NTP Quarterly report on Hospital TB Referrals","PC","001598","N"
"011082001599","011","011082","NTP Referral from Hospitals","PC","001599","N"
"011082001612","011","011082","TB-Identification Card for Children","PC","001612","N"
"011082001627","011","011082","TB-DOTS Directory 2012","00002","001627","N"
"011082001630","011","011082","Isoniazid Preventive treatment (IPT) Card for Children","PC","001630","N"
"011082001637","011","011082","TB Poster","00002","001637","N"
"011082001638","011","011082","NTP Treatment Card","00002","001638","N"
"011082001650","011","011082","TB Register for Adult & Children","00002","001650","N"
"011082004785","011082","011082",,,"004785","Y"
"011082004786","011082","011082",,,"004786","Y"
"011082004787","011082","011082",,,"004787","Y"
"011082004883","011082","011082",,,"004883","Y"
"012020000086","012","012020","Amoxicillin 250mg/5mL suspension, 60mL","BOT","000086","Y"
"012020000087","012","012020","Cefalexin 250mg/5mL suspension, 60mL","BOT","000087","Y"
"012020000088","012","012020","Ciprofloxacin 500mg","TAB49","000088","Y"
"012020000089","012","012020","Cloxacillin 500mg","CAPSU","000089","Y"
"012020000090","012","012020","Cotrimoxazole 200mg/40mg per 5mL suspension, 60mL","BOT","000090","Y"
"012020000091","012","012020","Salbutamol Inhaler 100mcg per dose","00012","000091","Y"
"012020000097","012","012020","Ascorbic Acid 500mg","TAB49","000097","Y"
"012020000205","012","012020","Aluminum Hydroxide+Magnesium Hydroxide 225mg/200mg. Suspension 120ml.","BOT","000205","Y"
"012020000206","012","012020","Aluminum Hydroxide+magnesium Hydroxide 200mg/100mg/5ml., 60ml.","BOT","000206","Y"
"012020000207","012","012020","Amoxicillin 500mg","00021","000207","Y"
"012020000208","012","012020","Diclofenac 50mg. tablet","TAB49","000208","Y"
"012020000209","012","012020","Dicycloverine 10mg. as hydrochloride","TAB49","000209","Y"
"012020000210","012","012020","Glibenclamide 5mg. tablet","TAB49","000210","Y"
"012020000211","012","012020","Lagundi 300mg. tablet","TAB49","000211","Y"
"012020000212","012","012020","Loperamide 2mg. tablet","TAB49","000212","Y"
"012020000213","012","012020","Losartan 50mg. tablet","TAB49","000213","Y"
"012020000214","012","012020","Metoprolol 50mg. tablet","TAB49","000214","Y"
"012020000215","012","012020","Paracetamol 500mg. tablet","TAB49","000215","Y"
"012020000216","012","012020","Metronidazole 500mg. tablet","TAB49","000216","Y"
"012020000217","012","012020","Sambong 250mg. tablet","TAB49","000217","Y"
