"hprodid","Drug_Code","hprodname","Drug_Name","brandname","brandcode","genname","gencode","rtedesc","rtecode","formdesc","formcode","stredesc","strecode","edl","pndf_classification","sales_category","expiry_date","issue_date","status","inc","pprice","sprice","reorder","cprno","packcode","packdesc","altcode","oldcode","mdrprice","mdrp_dateasof","price_indicator","seq_no","manu_name"
"ACET2250MGTAB49BP351003343","ACET2TAB49250MG","Acetazolamide , 250 mg , Tablet , ZOLMIDE","Acetazolamide  TABLET  250 mg","Zolmide","Z1568","Acetazolamide","ACET2","","","TABLET","TAB49","250 mg","250MG","Y","","","8/3/2012","8/3/2007","I","0","0","0","0","DR-XY33047","BP351","Blister pack x 10's (box of 100's )","","","0","0/0/0","","","Pascual"
"ACEY1100GLSOL1400696005978","ACEY1SOL14100GL","Acetylcysteine , 100 mg/mL , Solution For Injection , FLUIMUCIL , 3 mL Amber Glass ampul (Box of 5's)","Acetylcysteine  SOLUTION FOR INJECTION  100 mg/mL","Fluimucil","F1542","Acetylcysteine","ACEY1","","","SOLUTION FOR INJECTION","SOL14","100 mg/mL","100GL","N","","","11/3/2015","8/3/2010","R","0","0","0","0","DR-XY26178","00696","3 mL Amber Glass ampul (Box of 5's)","","","0","0/0/0","","","Zambon S.p.A"
"ACEY1100GLSOL14008482","ACEY1SOL14100GL","Acetylcysteine , 100 mg/mL , Solution For Injection , BRONCOFLEM , Amber glass USP type I 3 mL ampul","Acetylcysteine  SOLUTION FOR INJECTION  100 mg/mL","Broncoflem","B1251","Acetylcysteine","ACEY1","","","SOLUTION FOR INJECTION","SOL14","100 mg/mL","100GL","N","","","31/1/2012","31/1/2007","I","0","0","0","0","DR-XY32926","02972","Amber glass USP Type I, 3 mL Ampul","","","0","0/0/0","","","Medica Korea Ltd."
"ACEY1100GLSOLU900694005977","ACEY1SOLU9100GL","Acetylcysteine , 100 mg/mL , Solution For Inhalation , FLUIMUCIL , 3 mL Amber Glass ampul","Acetylcysteine  SOLUTION FOR INHALATION  100 mg/mL","Fluimucil","F1542","Acetylcysteine","ACEY1","","","SOLUTION FOR INHALATION","SOLU9","100 mg/mL","100GL","N","","","11/5/2015","8/3/2010","R","0","0","0","0","DR-XY25655","00694","3 mL Amber Glass ampul","","","0","0/0/0","","","Zambon S.p.A"
"ACEY1100MGGRAN500044005331","ACEY1GRAN5100MG","Acetylcysteine , 100 mg , Granule For Oral Solution , FLUIMUCIL , 1 g/Sachet (Box of 30's)","Acetylcysteine  GRANULE FOR ORAL SOLUTION  100 mg","Fluimucil","F1542","Acetylcysteine","ACEY1","","","GRANULE FOR ORAL SOLUTION","GRAN5","100 mg","100MG","Y","","","25/11/2012","6/11/2007","AR","0","0","0","0","DR-XY23043","00044","1 g/Sachet (Box of 30's)","","","0","0/0/0","","","Zambon Switzerland Ltd"
"ACEY1100MGGRAN502181007986","ACEY1GRAN5100MG","Acetylcysteine , 100 mg , Granule For Oral Solution , SOLMUCOL , Paper-Aluminum-Polyethylene sachet","Acetylcysteine  GRANULE FOR ORAL SOLUTION  100 mg","Solmucol","S1573","Acetylcysteine","ACEY1","","","GRANULE FOR ORAL SOLUTION","GRAN5","100 mg","100MG","N","","","22/2/2011","22/2/2006","I","0","0","0","0","DR-XY24560","02181","Paper-Aluminum-Polyethylene sachet","","","0","0/0/0","","","IBSA-Institut Biochemique SA Switzerland"
"ACEY1100MGLOZEN02203008002","ACEY1LOZEN100MG","Acetylcysteine , 100 mg , Lozenge , SOLMUCOL","Acetylcysteine  LOZENGE  100 mg","Solmucol","S1573","Acetylcysteine","ACEY1","","","LOZENGE","LOZEN","100 mg","100MG","N","","","3/8/2011","3/8/2006","I","0","0","0","0","DR-XY24559","02203","Polyamide-Al-PVC/thermolacquer-Al blister 6 Lozenges/strip, (Box of 24's)","","","0","0/0/0","","","IBSA Institut Biochimique SA"
"ACEY1150MMSOL1402482008483","ACEY1SOL14150MM","Acetylcysteine , 150 mg/mL , Solution For Injection , BRONCOFLEM , USP Type I Amber colored glass ampul","Acetylcysteine  SOLUTION FOR INJECTION  150 mg/mL","Broncoflem","B1251","Acetylcysteine","ACEY1","","","SOLUTION FOR INJECTION","SOL14","150 mg/mL","150MM","N","","","16/10/2011","16/10/2006","I","0","0","0","0","DR-XY32428","02482","USP Type I Amber colored glass ampul","","","0","0/0/0","","","Medica Korea Co. Ltd."
"ACEY11H5MLSYRUP00446005811","ACEY1SYRUP1H5ML","Acetylcysteine , 100 mg/5 mL , Syrup , FLUIMUCIL , 150 mL Tin Plate Aerosol Can","Acetylcysteine  SYRUP  100 mg/5 mL","Fluimucil","F1542","Acetylcysteine","ACEY1","","","SYRUP","SYRUP","100 mg/5 mL","1H5ML","N","","","8/5/2013","17/3/2008","R","0","0","0","0","DR-XY22981","00446","150 mL Tin Plate Aerosol Can","","","0","0/0/0","","","Zambon S.p.A. Italy"
"ACEY1200MGCAPSU01359008484","ACEY1CAPSU200MG","Acetylcysteine , 200 mg , Capsule , CETILAN","Acetylcysteine  CAPSULE  200 mg","Cetilan","C1420","Acetylcysteine","ACEY1","","","CAPSULE","CAPSU","200 mg","200MG","N","","","17/12/2012","17/12/2009","I","0","0","0","0","DR-XY37206","01359","Alu/PVC Blister pack of 10's (Box of 100's)","","","0","0/0/0","","","Yoo Young Pharm Co. Ltd"
"ACEY1200MGGRAN502180007985","ACEY1GRAN5200MG","Acetylcysteine , 200 mg , Granule For Oral Solution , SOLMUCOL , Paper/Alu/PE Sachet","Acetylcysteine  GRANULE FOR ORAL SOLUTION  200 mg","Solmucol","S1573","Acetylcysteine","ACEY1","","","GRANULE FOR ORAL SOLUTION","GRAN5","200 mg","200MG","N","","","2/3/2011","2/3/2006","I","0","0","0","0","DR-XY24564","02180","Paper/Alu/PE Sachet","","","0","0/0/0","","","IBSA-Institut Biochemique SA Switzerland"
"ACEY1200MGTAB2001809007489","ACEY1TAB20200MG","Acetylcysteine , 200 mg , Tablet Effervescent , SELVIGON","Acetylcysteine  TABLET EFFERVESCENT  200 mg","Selvigon","S1533","Acetylcysteine","ACEY1","","","TABLET EFFERVESCENT","TAB20","200 mg","200MG","Y","","","16/2/2014","16/2/2009","I","0","0","0","0","DR-XY35458","01809","Box of 20 Effervescent Tablet in Aluminum Tube","","","0","0/0/0","","","TemmLer Pharma GmbH & Co KG"
"ACEY12HMGLSOL1400654005954","ACEY1SOL142HMGL","Acetylcysteine , 200 mg/mL , Solution For Injection , HIDONAC , 25 mL Clear and colorless glass vial","Acetylcysteine  SOLUTION FOR INJECTION  200 mg/mL","Hidonac","H1528","Acetylcysteine","ACEY1","","","SOLUTION FOR INJECTION","SOL14","200 mg/mL","2HMGL","Y","","","8/11/2014","25/8/2009","R","0","0","0","0","DR-XY25654","00654","25 mL Clear and colorless glass vial","","","0","0/0/0","","","Zambon S.P.A."
"ACEY1600MGTAB2001694007369","ACEY1TAB20600MG","Acetylcysteine , 600 mg , Tablet Effervescent , FLUIMUCIL","Acetylcysteine  TABLET EFFERVESCENT  600 mg","Fluimucil","F1542","Acetylcysteine","ACEY1","","","TABLET EFFERVESCENT","TAB20","600 mg","600MG","Y","","","28/1/2013","9/1/2008","AR","0","0","0","0","DR-XY22982","01694","Blister pack x 2's (Box of 10's)","","","0","0/0/0","","","Zambon Switzerland"
"ACEY2100MGTAB4901290008485","ACEY2TAB49100MG","Acetylsalicylic Acid , 100 mg , Tablet , BAYER ASPIRIN","Acetylsalicylic Acid  TABLET  100 mg","Bayer Aspirin","B1179","Acetylsalicylic Acid","ACEY2","","","TABLET","TAB49","100 mg","100MG","N","","","1/2/2013","1/2/2008","I","0","0","0","0","DR-XY34180","01290","Alu/Alu Foil by 10's (Box of 300's)","","","0","0/0/0","","","Interphil"
"ACICL000P5OINTX00803008487","ACICLOINTX000P5","Aciclovir , 0.05 , Ointment , DRUGMAKER'S LAB., INC","Aciclovir  OINTMENT  0.05","","","Aciclovir","ACICL","","","OINTMENT","OINTX","0.05","000P5","N","","","8/2/2014","1/8/2009","R","0","0","0","0","DR-XY24775","00803","5 g Aluminum Tube","","","0","0/0/0","","","Drugmaker's Lab., Inc"
"ACICL200MGTAB4901214008491","ACICLTAB49200MG","Aciclovir , 200 mg , Tablet , SYNMEDIC LABS FOR SYNERGEN ASIA PTE LTD","Aciclovir  TABLET  200 mg","","","Aciclovir","ACICL","","","TABLET","TAB49","200 mg","200MG","Y","","","20/11/2013","20/11/2008","I","0","0","0","0","DR-XY35177","01214","Alu/Alu Blister Pack x 10's (Box x 50's)","","","0","0/0/0","","","Synmedic Labs for Synergen Asia Pte Ltd"
"ACICL200MGTAB4901365006809","ACICLTAB49200MG","Aciclovir , 200 mg , Tablet , SYNCLOVIR","Aciclovir  TABLET  200 mg","Synclovir","S1631","Aciclovir","ACICL","","","TABLET","TAB49","200 mg","200MG","Y","","","25/6/2014","2/9/2009","I","0","0","0","0","DRP-1616","01365","Alu/PVC Blister Pack x 10's (Box of 100's)","","","0","0/0/0","","","Sydenham Labs Inc."
"ACICL200MGTAB4901434006883","ACICLTAB49200MG","Aciclovir , 200 mg , Tablet , ZOTERAN","Aciclovir  TABLET  200 mg","Zoteran","Z1574","Aciclovir","ACICL","","","TABLET","TAB49","200 mg","200MG","Y","","","19/6/2014","23/12/2009","I","0","0","0","0","DRP-1784","01434","Aluminum Foil Strip x 10's (Box of 30's)","","","0","0/0/0","","","P.T. Interbat"
"ACICL200MGTAB4901607007034","ACICLTAB49200MG","Aciclovir , 200 mg , Tablet , HERPEX","Aciclovir  TABLET  200 mg","Herpex","H1527","Aciclovir","ACICL","","","TABLET","TAB49","200 mg","200MG","Y","","","8/11/2012","15/4/2009","R","0","0","0","0","DR-XY25789","01568","Blister pack (Box of 100's)","","","0","0/0/0","","","Korea United Pharma. Inc"
"ACICL200MGTAB4901647007074","ACICLTAB49200MG","Aciclovir , 200 mg , Tablet , PAXIVIR","Aciclovir  TABLET  200 mg","Paxivir","P1518","Aciclovir","ACICL","","","TABLET","TAB49","200 mg","200MG","Y","","","11/6/2014","11/6/2009","I","0","0","0","0","DR-XY35925","BP351","Blister Pack x 10's (Box of 100's)","","","0","0/0/0","","","Swisspharma Research Laboratories Inc."
"ACICL200MGTAB4901709011940","ACICLTAB49200MG","Aciclovir , 200 mg , Tablet , CYCLOSTAD","Aciclovir  TABLET  200 mg","Cyclostad","C1658","Aciclovir","ACICL","","","TABLET","TAB49","200 mg","200MG","Y","","","11/4/2013","11/4/2008","I","0","0","0","0","DR-XY22806","01709","Blister Pack x 5's (Box of 25's)","","","0","0/0/0","","","Stadapharm"
"ACICL200MGTAB4901725008496","ACICLTAB49200MG","Aciclovir , 200 mg , Tablet , DRUGMAKERS","Aciclovir  TABLET  200 mg","","","Aciclovir","ACICL","","","TABLET","TAB49","200 mg","200MG","Y","","","8/10/2011","24/5/2007","R","0","0","0","0","DR-XY24393","BP351","Blister Pack x 10's (Box of 100's)","","","0","0/0/0","","","Drugmaker's Laboratories, Inc."
"ACICL200MGTAB4902062007846","ACICLTAB49200MG","Aciclovir , 200 mg , Tablet , KLOZIVEX","Aciclovir  TABLET  200 mg","Klozivex","K1541","Aciclovir","ACICL","","","TABLET","TAB49","200 mg","200MG","Y","","","13/6/2011","13/6/2006","I","0","0","0","0","DR-XY31861","02062","Foil Strip x 10's (Box of 30's)","","","0","0/0/0","","","Torrent"
"ACICL200MGTAB4902298008072","ACICLTAB49200MG","Aciclovir , 200 mg , Tablet , ZOVIRAX","Aciclovir  TABLET  200 mg","Zovirax","Z1575","Aciclovir","ACICL","","","TABLET","TAB49","200 mg","200MG","Y","","","5/3/2012","5/3/2007","I","0","0","0","0","DR-XY2013","03046","PVC/PVDC Aluminum Blister Pack ( 1x  5's) (Box of 25's)","","","0","0/0/0","","","Glaxo Wellcome GmbH & co."
"ACICL200MGTAB4902629008399","ACICLTAB49200MG","Aciclovir , 200 mg , Tablet , RAXCLO","Aciclovir  TABLET  200 mg","Raxclo","R1508","Aciclovir","ACICL","","","TABLET","TAB49","200 mg","200MG","Y","","","12/3/2011","2/4/2007","R","0","0","0","0","DR-XY26899","02629","White, Opaque HDPE bottle (25's)","","","0","0/0/0","","","Apotex Inc."
"ACICL200MGTAB4902630008400","ACICLTAB49200MG","Aciclovir , 200 mg , Tablet , RAXCLO","Aciclovir  TABLET  200 mg","Raxclo","R1508","Aciclovir","ACICL","","","TABLET","TAB49","200 mg","200MG","Y","","","12/3/2011","2/4/2007","R","0","0","0","0","DR-XY26899","02630","White, Opaque HDPE bottle(100's)","","","0","0/0/0","","","Apotex Inc."
"ACICL200MGTAB4902752011926","ACICLTAB49200MG","Aciclovir , 200 mg , Tablet , BIRAXCIN","Aciclovir  TABLET  200 mg","Biraxcin","B1219","Aciclovir","ACICL","","","TABLET","TAB49","200 mg","200MG","Y","","","5/3/2013","27/5/2008","R","0","0","0","0","DR-XY28387","02752","Blister Pack by 10's (Box of 100 Tablets)","","","0","0/0/0","","","Swiss Pharma Research Labs., Inc."
"ACICL200MGTAB4902754011927","ACICLTAB49200MG","Aciclovir , 200 mg , Tablet , BIRAXCIN","Aciclovir  TABLET  200 mg","Biraxcin","B1219","Aciclovir","ACICL","","","TABLET","TAB49","200 mg","200MG","Y","","","5/3/2013","27/5/2008","R","0","0","0","0","DR-XY28387","02754","Blister Pack by 10's (Box of 20 Tablets)","","","0","0/0/0","","","Swiss Pharma Research Labs., Inc."
"ACICL200MGTAB4902755011928","ACICLTAB49200MG","Aciclovir , 200 mg , Tablet , BIRAXCIN","Aciclovir  TABLET  200 mg","Biraxcin","B1219","Aciclovir","ACICL","","","TABLET","TAB49","200 mg","200MG","Y","","","5/3/2013","27/5/2008","R","0","0","0","0","DR-XY28387","02755","Blister Pack by 10's (Box of 30's)","","","0","0/0/0","","","Swiss Pharma Research Labs., Inc."
"ACICL200MGTAB49B10SH003066","ACICLTAB49200MG","Aciclovir , 200 mg , Tablet , TERCLOVIR","Aciclovir  TABLET  200 mg","Terclovir","T1525","Aciclovir","ACICL","","","TABLET","TAB49","200 mg","200MG","Y","","","6/9/2012","23/12/2008","R","0","0","0","0","DR-XY31055","BP351","Blister Pack x 10's (Box of 100's)","","","0","0/0/0","","","Drugmaker's Laboratories, Inc."
"ACICL200MGTAB49B10SH003267","ACICLTAB49200MG","Aciclovir , 200 mg , Tablet , XYCLOVIRAX","Aciclovir  TABLET  200 mg","Xyclovirax","X1520","Aciclovir","ACICL","","","TABLET","TAB49","200 mg","200MG","Y","","","1/2/2011","1/2/2008","I","0","0","0","0","DR-XY34200","01609","Blister Pack of 10's (Box of 100's)","","","0","0/0/0","","","Scheele"
"ACICL200MGTAB49B10SH003447","ACICLTAB49200MG","Aciclovir , 200 mg , Tablet , BIRAXCIN","Aciclovir  TABLET  200 mg","Biraxcin","B1219","Aciclovir","ACICL","","","TABLET","TAB49","200 mg","200MG","Y","","","5/3/2013","27/5/2008","R","0","0","0","0","DR-XY-28387","B10SH","Blister pack of 10s (Box of 100s)","","","0","0/0/0","","","Swiss Pharma"
"ACICL200MGTAB49BP351003287","ACICLTAB49200MG","Aciclovir , 200 mg , Tablet , ZEALOR","Aciclovir  TABLET  200 mg","Zealor","Z1507","Aciclovir","ACICL","","","TABLET","TAB49","200 mg","200MG","Y","","","18/6/2012","3/4/2007","R","0","0","0","0","DR-XY27593","BP351","Blister Pack x 10's (Box of 100's)","","","0","0/0/0","","","Flamingo Pharmaceuticals Ltd"
"ACICL200MGTAB49BPX20003448","ACICLTAB49200MG","Aciclovir , 200 mg , Tablet , BIRAXCIN","Aciclovir  TABLET  200 mg","Biraxcin","B1219","Aciclovir","ACICL","","","TABLET","TAB49","200 mg","200MG","Y","","","5/3/2013","27/5/2008","R","0","0","0","0","DR-XY-28387","BPX20","Blister pack of 10s (Box of 20s)","","","0","0/0/0","","","Swiss Pharma"
"ACICL200MGTAB49BPX30003449","ACICLTAB49200MG","Aciclovir , 200 mg , Tablet , BIRAXCIN","Aciclovir  TABLET  200 mg","Biraxcin","B1219","Aciclovir","ACICL","","","TABLET","TAB49","200 mg","200MG","Y","","","5/3/2013","27/5/2008","R","0","0","0","0","DR-XY-28387","BPX30","Blister pack of 10s (Box of 30s)","","","0","0/0/0","","","Swiss Pharma"
"ACICL250MGPOW1002429008499","ACICLPOW10250MG","Aciclovir , 250 mg , Powder For Injection Solution Lyophilized , HUONS CO., LTD","Aciclovir  POWDER FOR INJECTION SOLUTION LYOPHILIZED  250 mg","","","Aciclovir","ACICL","","","POWDER FOR INJECTION SOLUTION LYOPHILIZED","POW10","250 mg","250MG","N","","","28/4/2015","28/4/2010","I","0","0","0","0","DR-XY37860","02429","Type I, clear colorless glass vial (Box of 1's)","","","0","0/0/0","","","Huons Co., Ltd"
"ACICL250MGPOW1302502008265","ACICLPOW13250MG","Aciclovir , 250 mg , Powder For Injection Solution , LOVIR","Aciclovir  POWDER FOR INJECTION SOLUTION  250 mg","Lovir","L1559","Aciclovir","ACICL","","","POWDER FOR INJECTION SOLUTION","POW13","250 mg","250MG","Y","","","18/11/2014","18/11/2009","I","0","0","0","0","DR-XY37027","02502","USP Type I glas vial (Box of 10's)","","","0","0/0/0","","","Oboi Labs"
"ACICL250MGPOW2802112007937","ACICLPOW28250MG","Aciclovir , 250 mg , Powder For Iv Infusion , ZOVIRAX","Aciclovir  POWDER FOR IV INFUSION  250 mg","Zovirax","Z1575","Aciclovir","ACICL","","","POWDER FOR IV INFUSION","POW28","250 mg","250MG","N","","","8/11/2014","23/11/2009","R","0","0","0","0","DR-XY1599","02112","Glass vial (Box of 5's)","","","0","0/0/0","","","GlaxoSmithKline Mnfg S.p.A"
"ACICL2H5MLSUS1400982008489","ACICLSUS142H5ML","Aciclovir , 200 mg/5 mL , Suspension , DRUGMAKERS , 60 mL Amber bottle","Aciclovir  SUSPENSION  200 mg/5 mL","","","Aciclovir","ACICL","","","SUSPENSION","SUS14","200 mg/5 mL","2H5ML","Y","","","1/10/2011","15/1/2008","R","0","0","0","0","DR-XY23683","00982","60 mL Amber bottle","","","0","0/0/0","","","Drugmakers"
"ACICL400MGTAB4901208008504","ACICLTAB49400MG","Aciclovir , 400 mg , Tablet , CLOVIR","Aciclovir  TABLET  400 mg","Clovir","C1562","Aciclovir","ACICL","","","TABLET","TAB49","400 mg","400MG","Y","","","6/1/2015","6/1/2010","I","0","0","0","0","DR-XY37244","01208","Alu/Alu Blister pack x 10's (Box of 30's)","","","0","0/0/0","","","XL Labs Pvt Ltd"
"ACICL400MGTAB4901270008492","ACICLTAB49400MG","Aciclovir , 400 mg , Tablet , SYNMEDIC LABS INC","Aciclovir  TABLET  400 mg","","","Aciclovir","ACICL","","","TABLET","TAB49","400 mg","400MG","Y","","","2/10/2014","2/10/2009","I","0","0","0","0","DR-XY36739","01270","Alu/Alu Blister x 10's (Box of 30's)","","","0","0/0/0","","","Synmedic Labs Inc"
"ACICL400MGTAB4901355006788","ACICLTAB49400MG","Aciclovir , 400 mg , Tablet , ZEALOR","Aciclovir  TABLET  400 mg","Zealor","Z1507","Aciclovir","ACICL","","","TABLET","TAB49","400 mg","400MG","Y","","","23/7/2014","23/7/2009","I","0","0","0","0","DR-XY36314","01355","Alu/PVC Blister of 10's (Box of 30's)","","","0","0/0/0","","","Flamingo Pharma'l Ltd"
"ACICL400MGTAB4901368006834","ACICLTAB49400MG","Aciclovir , 400 mg , Tablet , HERPEX","Aciclovir  TABLET  400 mg","Herpex","H1527","Aciclovir","ACICL","","","TABLET","TAB49","400 mg","400MG","Y","","","4/2/2015","4/2/2010","I","0","0","0","0","DR-XY25788","01368","Alu/PVC Blister pack x 10's (Box of 30's)","","","0","0/0/0","","","Korea United Pharma Inc"
"ACICL400MGTAB4901378006843","ACICLTAB49400MG","Aciclovir , 400 mg , Tablet , SYNCLOVIR","Aciclovir  TABLET  400 mg","Synclovir","S1631","Aciclovir","ACICL","","","TABLET","TAB49","400 mg","400MG","Y","","","18/9/2014","18/9/2009","I","0","0","0","0","DRP-1635","01378","Alu/PVC Blister x 10's (Box of 100's)","","","0","0/0/0","","","Sydenham labs Inc"
"ACICL400MGTAB4901647007105","ACICLTAB49400MG","Aciclovir , 400 mg , Tablet , PAXIVIR","Aciclovir  TABLET  400 mg","Paxivir","P1518","Aciclovir","ACICL","","","TABLET","TAB49","400 mg","400MG","Y","","","5/6/2014","5/6/2009","I","0","0","0","0","DR-XY35956","01647","Blister pack x 10's (Box of 100's)","","","0","0/0/0","","","SwissPharma Research Laboratories Inc."
"ACICL400MGTAB4901647007106","ACICLTAB49400MG","Aciclovir , 400 mg , Tablet , ZYVAX","Aciclovir  TABLET  400 mg","Zyvax","Z1600","Aciclovir","ACICL","","","TABLET","TAB49","400 mg","400MG","Y","","","4/5/2013","4/5/2010","I","0","0","0","0","DR-XY37886","01647","Blister pack x 10's (Box of 100's)","","","0","0/0/0","","","Remedica Ltd"
"ACICL400MGTAB4901647008493","ACICLTAB49400MG","Aciclovir , 400 mg , Tablet , SCHEELE","Aciclovir  TABLET  400 mg","","","Aciclovir","ACICL","","","TABLET","TAB49","400 mg","400MG","Y","","","3/1/2011","3/1/2008","I","0","0","0","0","DR-XY34080","01647","Blister pack x 10's (Box of 100's)","","","0","0/0/0","","","Scheele"
"ACICL400MGTAB4901654008494","ACICLTAB49400MG","Aciclovir , 400 mg , Tablet , SCHEELE","Aciclovir  TABLET  400 mg","","","Aciclovir","ACICL","","","TABLET","TAB49","400 mg","400MG","Y","","","3/1/2011","3/1/2008","I","0","0","0","0","DR-XY34080","01654","Blister pack x 10's (Box of 30's)","","","0","0/0/0","","","Scheele"
"ACICL400MGTAB4901654008495","ACICLTAB49400MG","Aciclovir , 400 mg , Tablet , PASCUAL LABS., INC","Aciclovir  TABLET  400 mg","","","Aciclovir","ACICL","","","TABLET","TAB49","400 mg","400MG","","","","16/5/2015","7/5/2010","R","0","0","0","0","DR-XY30749","01654","Blister pack x 10's (Box of 30's)","","","0","0/0/0","","","Pascual Labs., Inc"
"ACICL400MGTAB4901669007292","ACICLTAB49400MG","Aciclovir , 400 mg , Tablet , VIRAXIL","Aciclovir  TABLET  400 mg","Viraxil","V1553","Aciclovir","ACICL","","","TABLET","TAB49","400 mg","400MG","Y","","","4/4/2012","3/4/2007","AR","0","0","0","0","DR-XY27431","01669","Blister pack x 10's/box","","","0","0/0/0","","","Lloyd Laboratories Inc."
"ACICL400MGTAB4901709007384","ACICLTAB49400MG","Aciclovir , 400 mg , Tablet , VIREST","Aciclovir  TABLET  400 mg","Virest","V1554","Aciclovir","ACICL","","","TABLET","TAB49","400 mg","400MG","Y","","","4/7/2013","12/8/2008","R","0","0","0","0","DR-XY28738","01709","Blister pack x 5's (Box of 25's)","","","0","0/0/0","","","Hovid Sdn Bhd"
"ACICL400MGTAB4902048008497","ACICLTAB49400MG","Aciclovir , 400 mg , Tablet , UNITED LABS INC","Aciclovir  TABLET  400 mg","","","Aciclovir","ACICL","","","TABLET","TAB49","400 mg","400MG","Y","","","16/2/2014","16/2/2009","I","0","0","0","0","DR-XY35459","02048","Foil strip x 10 (Box of 30's)","","","0","0/0/0","","","United Labs Inc"
"ACICL400MGTAB4902075007896","ACICLTAB49400MG","Aciclovir , 400 mg , Tablet , ZOTERAN","Aciclovir  TABLET  400 mg","Zoteran","Z1574","Aciclovir","ACICL","","","TABLET","TAB49","400 mg","400MG","y","","","7/3/2013","27/3/2008","R","0","0","0","0","DR-XY31533","02075","Foil strip x 4's (Box of 12's)","","","0","0/0/0","","","P.T. Interbat Indonesia"
