"caserate_code","caserate_desc","casetype","firstrate","firstpf","firsthosp","caseratecode"
"19260","Excision of chest wall tumor including ribs","P","46500","25200","21300","CR3929"
"19271","Excision of chest wall tumor involving ribs, w/ plastic reconstruction; w/o mediastinal lymphadenectomy","P","55000","33600","21400","CR4311"
"19272","Excision of chest wall tumor involving ribs, w/ plastic reconstruction; w/ mediastinal lymphadenectomy","P","58800","37800","21000","CR4449"
"19340","Immediate insertion of breast prosthesis following mastopexy, mastectomy or in reconstruction","P","37800","21000","16800","CR3631"
"19342","Delayed insertion of breast prosthesis following mastopexy, mastectomy or in reconstruction","P","37800","21000","16800","CR3632"
"19350","Nipple/areola reconstruction","P","30300","16800","13500","CR3233"
"19357","Breast reconstruction, immediate or delayed, with tissue expander, including subsequent expansion","P","37800","21000","16800","CR3633"
"19361","Breast reconstruction with latissimus dorsi flap, with or without prosthetic implant","P","55000","33600","21400","CR4302"
"19364","Breast reconstruction with free flap","P","55000","33600","21400","CR4303"
"19366","Breast reconstruction with other technique","P","55000","33600","21400","CR4304"
"19367","Breast reconstruction with transverse rectus abdominis myocutaneous flap (TRAM), single pedicle, including closure of donor site;","P","55000","33600","21400","CR4305"
"19369","Breast reconstruction with transverse rectus abdominis myocutaneous flap (TRAM), double pedicle, including closure of donor site","P","55000","33600","21400","CR4306"
"19370","Open periprosthetic capsulotomy, breast","P","30300","16800","13500","CR3234"
"19371","Periprosthetic capsulectomy, breast","P","37800","21000","16800","CR3634"
"20200","Biopsy, muscle","P","4108","1008","3100","CR0399"
"20206","Biopsy, muscle, percutaneous needle","P","3504","504","3000","CR0326"
"20220","Biopsy, bone, trocar, or needle; superficial (e.g., ilium, sternum, spinous process, ribs)","P","10880","3780","7100","CR1036"
"20225","Biopsy, bone, trocar, or needle; deep (vertebral body, femur)","P","18000","8400","9600","CR1984"
"20240","Biopsy, excisional; superficial (e.g., ilium, sternum, spinous process, ribs, trochanter of femur)","P","9700","4200","5500","CR1095"
"20245","Biopsy, excisional; deep (e.g., humerus, ischium, femur)","P","12540","7140","5400","CR1797"
"20250","Biopsy, vertebral body, open; thoracic","P","23300","12600","10700","CR2697"
"20251","Biopsy, vertebral body, open; lumbar or cervical","P","30740","13440","17300","CR2995"
"20520","Removal of foreign body in muscle or tendon sheath","P","8020","2520","5500","CR0715"
"20600","Arthrocentesis, aspiration and/or injection; small joint, bursa or ganglion cyst (e.g., fingers, toes)","P","5560","1260","4300","CR0425"
"20605","Arthrocentesis, aspiration and/or injection; intermediate joint, bursa or ganglion cyst (e.g., temporomandibular, acromioclavicular, wrist, elbow or ankle, olecranon bursa)","P","9300","2100","7200","CR0619"
"20610","Arthrocentesis, aspiration and/or injection; major joint or bursa (e.g., shoulder, hip, knee joint, subacromial bursa)","P","9300","2100","7200","CR0620"
"20615","Aspiration and injection for treatment of bone cyst","P","8260","3360","4900","CR0905"
"20650","Insertion of wire or pin w/ application of skeletal traction, including removal","P","8020","2520","5500","CR0716"
"20660","Application of cranial tongs, caliper, or stereotactic frame, including removal","P","9868","4368","5500","CR1314"
"20661","Application of halo, including removal; cranial","P","8608","3108","5500","CR0879"
"20662","Application of halo, including removal; pelvic","P","23300","12600","10700","CR2698"
"20663","Application of halo, including removal; femoral","P","21940","9240","12700","CR2276"
"20670","Removal of implant; superficial (e.g., buried wire, pin or rod)","P","10540","5040","5500","CR1371"
"20680","Removal of implant; deep (e.g., buried wire, pin, screw, metal band, nail, rod or plate)","P","11980","5880","6100","CR1501"
"20690","Application of a uniplane (pins or wires in one plane), unilateral, external fixation system","P","12120","6720","5400","CR1631"
"20692","Application of multiplane (pins or wires in more than one plane), unilateral, external fixation system (e.g., llizarov, Monticelli type)","P","39280","20580","18700","CR3630"
"20802","Replantation, arm (includes surgical neck of humerus through elbow joint), complete amputation","P","9300","2100","7200","CR0621"
"20805","Replantation, forearm (includes radius and ulna to radial carpal joint), complete amputation","P","40320","23520","16800","CR3852"
"20808","Replantation, hand (includes hand through metacarpophalangeal joint(s), complete amputation","P","40320","23520","16800","CR3853"
"20816","Replantation, digit, excluding thumb (includes metacarpophalangeal joint to insertion of flexor sublimis tendon), complete amputation","P","23300","12600","10700","CR2699"
"20822","Replantation, digit, excluding thumb (includes distal tip to sublimis tendon insertion), complete amputation","P","23300","12600","10700","CR2700"
"20824","Replantation, thumb (includes carpometacarpal joint to MP joint), complete amputation","P","30300","16800","13500","CR3272"
"20827","Replantation, thumb (includes distal tip to MP joint), complete amputation","P","23300","12600","10700","CR2701"
"20838","Replantation, foot, complete amputation","P","37800","21000","16800","CR3650"
"20900","Bone graft, any donor area; minor or small (e.g., dowel or button)","P","10540","5040","5500","CR1372"
"20902","Bone graft, any donor area; major or large","P","18000","8400","9600","CR1985"
"20910","Cartilage graft; costochondral","P","12120","6720","5400","CR1632"
"20912","Cartilage graft; nasal septum","P","12120","6720","5400","CR1633"
"20920","Fascia lata graft; by stripper","P","9700","4200","5500","CR1096"
"20922","Fascia lata graft; by incision and area exposure, complex or sheet","P","12120","6720","5400","CR1634"
"20924","Tendon graft, form a distance (e.g., palmaris, toe extensor, plantaris)","P","10960","5460","5500","CR1463"
"20926","Tissue grafts, other (e.g., paratenon, fat, dermis)","P","9700","4200","5500","CR1097"
"20930","Allograft for spine surgery only; morselized","P","12120","6720","5400","CR1635"
"20931","Allograft for spine surgery only; structural","P","18420","8820","9600","CR2236"
"20936","Autograft for spine surgery only (includes harvesting the graft); local (e.g., ribs, spinous process, or laminar fragments) obtained from same incision","P","10540","5040","5500","CR1373"
"20937","Autograft for spine surgery only (includes harvesting the graft); morselized (thorugh separate skin or fascial incision)","P","10540","5040","5500","CR1374"
"20938","Autograft for spine surgery only (includes harvesting the graft); structural, bicortical or tricortial (through separate skin or fascial incision)","P","18000","8400","9600","CR1986"
"20955","Bone graft w/ microvascular anastomosis; fibula","P","37800","21000","16800","CR3651"
"20956","Bone graft w/ microvascular anastomosis; iliac crest","P","37800","21000","16800","CR3652"
"20957","Bone graft w/ microvascular anastomosis; metatarsal","P","20980","10080","10900","CR2390"
"20962","Bone graft w/ microvascular anastomosis; other than fibula, iliac crest, or metatarsal","P","27120","15120","12000","CR3095"
"20969","Free osteocutaneous flap w/ microvascular anastomosis; other than iliac crest, metatarsal, or great toe","P","37800","21000","16800","CR3653"
"20970","Free osteocutaneous flap w/ microvascular anastomosis; iliac crest","P","30300","16800","13500","CR3273"
"20972","Free osteocutaneous flap w/ microvascular anastomosis; metatarsal","P","23300","12600","10700","CR2702"
"20973","Free osteocutaneous flap w/ microvascular anastomosis; great toe w/ web space","P","27120","15120","12000","CR3096"
"20982","Ablation, bone tumor(s) (e.g., osteoid osteoma, metastasis) radiofrequency, percutaneous, including computed tomographic guidance","P","9700","4200","5500","CR1098"
"21010","Arthrotomy, temporomandibular joint","P","9700","4200","5500","CR1099"
"21015","Radical resection of tumor (e.g., malignant neoplasm), soft tissue of face or scalp","P","23300","12600","10700","CR2703"
"21025","Excision of bone (e.g., for osteomyelitis or bone abscess); mandible","P","18000","8400","9600","CR1987"
"21026","Excision of bone (e.g., for osteomyelitis or bone abscess); facial bone(s)","P","18000","8400","9600","CR1988"
"21029","Removal by contouring of benign tumor of facial bone (e.g., fibrous dysplasia)","P","18000","8400","9600","CR1989"
"21030","Excision of benign tumor or cyst of facial bone other than mandible","P","18000","8400","9600","CR1990"
"21031","Excision of torus mandibularis","P","18000","8400","9600","CR1991"
"21032","Excision of maxillary torus palatinus","P","18000","8400","9600","CR1992"
"21034","Excision of malignant tumor of facial bone other than mandible","P","23300","12600","10700","CR2704"
"21040","Excision of benign cyst or tumor of mandible; simple","P","18000","8400","9600","CR1993"
"21041","Excision of benign cyst or tumor of mandible; complex","P","21940","9240","12700","CR2277"
"21044","Excision of malignant tumor of mandible;","P","23300","12600","10700","CR2705"
"21045","Excision of malignant tumor of mandible; radical resection","P","30300","16800","13500","CR3274"
"21050","Condylectomy, temporomandibular joint","P","30300","16800","13500","CR3275"
"21060","Meniscectomy, partial or complete, temporomandibular joint","P","30300","16800","13500","CR3276"
"21070","Coronoidectomy","P","30300","16800","13500","CR3277"
"21120","Genioplasty; augmentation (autograft, allograft, prosthetic material)","P","18000","8400","9600","CR1994"
"21121","Genioplasty; sliding osteotomy, single piece","P","46500","25200","21300","CR3930"
"21122","Genioplasty; sliding osteotomies, two or more osteotomies (e.g., wedge excision or bone wedge reversal for asymmetrical chin)","P","30300","16800","13500","CR3278"
"21123","Genioplasty; sliding, augmentation w/ interpositional bone grafts (includes obtaining autografts)","P","30300","16800","13500","CR3279"
"21125","Augmentation, mandibular body or angle; prosthetic material","P","30300","16800","13500","CR3280"
"21127","Augmentation, mandibular body or angle; w/ bone graft, onlay or interpositional (includes obtaining autograft)","P","46500","25200","21300","CR3931"
"21137","Reduction forehead; contouring only","P","18000","8400","9600","CR1995"
"21138","Reduction forehead; contouring and application of prosthetic material or bone graft (includes obtaining autograft)","P","46500","25200","21300","CR3932"
"21139","Reduction forehead; contouring and setback of anterior frontal sinus wall","P","30300","16800","13500","CR3281"
"21141","Reconstruction midface, LeFort I; single piece, segment movement in any direction (e.g., for Long Face Syndrome), w/o bone graft","P","53400","29400","24000","CR4158"
"21142","Reconstruction midface, LeFort I; two pieces, segment movement in any direction, w/o bone graft","P","46500","25200","21300","CR3933"
"21143","Reconstruction midface, LeFort I; three or more pieces, segment movement in any direction, w/o bone graft","P","46500","25200","21300","CR3934"
"21145","Reconstruction midface, LeFort I; single piece, segment movement in any direction, requiring bone grafts (includes obtaining autografts)","P","46500","25200","21300","CR3935"
"21146","Reconstruction midface, LeFort I; two pieces, segment movement in any direction, requiring bone grafts (includes obtaining autografts) (e.g., ungrafted unilateral alveolar cleft)","P","46500","25200","21300","CR3936"
"21147","Reconstruction midface, LeFort I; three or more pieces, segment movement in any direction, requiring bone grafts (includes obtaining autografts) (e.g., ungrafted bilateral alveolar cleft or multiple osteotomies)","P","55000","33600","21400","CR4312"
"21150","Reconstruction midface, LeFort II; anterior intrusion (e.g., Treacher-Collins Syndrome)","P","55000","33600","21400","CR4313"
"21151","Reconstruction midface, LeFort II; any direction, requiring bone grafts (includes obtaining autografts)","P","55000","33600","21400","CR4314"
"21154","Reconstruction midface, LeFort III (extracranial), any type, requiring bone grafts (includes obtaining autografts); w/o LeFort I","P","58800","37800","21000","CR4450"
"21155","Reconstruction midface, LeFort III (extracranial), any type, requiring bone grafts (includes obtaining autografts); w/ LeFort I","P","55000","33600","21400","CR4315"
"21159","Reconstruction midface, LeFort III (extra and intracranial) w/ forehead advancement (e.g., mono bloc), requiring bone grafts (includes obtaining autografts); w/o LeFort I","P","55000","33600","21400","CR4316"
"21160","Reconstruction midface, LeFort III (extra and intracranial) w/ forehead advancement (e.g., mono bloc), requiring bone grafts (includes obtaining autografts); w/ LeFort I","P","46500","25200","21300","CR3937"
"21172","Reconstruction superior-lateral orbital rim and lower forehead, advancement or alteration, w/ or w/o grafts (includes obtaining autografts)","P","55000","33600","21400","CR4317"
"21175","Reconstruction, bifrontal, superior-lateral orbital rims and lower forehead, advancement or alteration (e.g., plagiocephaly, trigonocephaly, brachycephaly), w/ or w/o grafts (includes obtaining autografts)","P","55000","33600","21400","CR4318"
"21179","Reconstruction, entire or majority of forehead and/or supraorbital rims; w/ grafts (allograft or prosthetic material)","P","55000","33600","21400","CR4319"
"21180","Reconstruction, entire or majority of forehead and/or supraorbital rims; w/ autograft (includes obtaining grafts)","P","55000","33600","21400","CR4320"
"21181","Reconstruction by contouring of benign tumor of cranial bones (e.g., fibrous dysplasia), extracranial","P","53400","29400","24000","CR4159"
"21182","Reconstruction of orbital walls, rims, forehead, nasoethmoid complex following intra-and extracranial excision of benign tumor of cranial bone (e.g., fibrous dysplasia), w/ multiple autografts (includes obtaining grafts); total area of bone grafting less","P","46500","25200","21300","CR3938"
